日期,账户波动,持仓,转折点,大周期,"仓位
建议",量能,"行情
种类",接力,科技容量,情绪趋势,模式,指数,节点,"超预期方向
（风格，题材)",小票亏效,大票亏效,一字,断板,"接力赚效
（>3%)","9点45打板
大面数","尾盘面数
","竞价
大面数","3分钟
大面数",持仓1,模式外,错误仓位
2025/10/20,-7%,远大,,,,,,,,,,"大高开,放量",修复--中等,,弱,弱,增加,"少核心反核,大面数减少",3,,17,5,7,预期内,,
2025/10/21,,大有,,,,,,,,,,"大高开,缩量",短线情绪确认,,弱,弱,增加,"少核心反核,无大面",1,,5,5,9,预期内,,
2025/10/22,3.50%,大有，中化,,,,,,,,,,"大低开,放量",加速,,弱,强,增加,"少核心反核,大面数增加",6,,27,6,6,预期内,,
2025/10/23,1%,山东墨龙,,,,,,,,,,"大低开,放量",日内分歧转一致,,强,弱,增加,"少核心反核,大面数增加",1,,31,6,10,不及预期,,
2025/10/24,-4%,平潭，神州,,,,,,,,,,"震荡开,放量",退潮,,强,弱,减少,"无明显反核,大面数增加",3,,33,3,13,预期内,,
2025/10/27,5%,平潭,,,,,,,,,,"大高开,放量",修复--中等,,弱,弱,增加,"多核心反核,大面数减少",2,,17,4,11,超预期,,
2025/10/28,5%,平潭，青岛,,,,,,,,,,"大高开,缩量",混沌,,弱,弱,减少,"少核心反核,大面数减少",4,,29,3,6,超预期,,
2025/10/29,6%,平潭,,,,,,,,,,"震荡开,放量",混沌分歧,,弱,弱,增加,"多核心反核,大面数减少",2,,30,2,14,预期内,,
2025/10/30,2%,德隆,,,,,,,,,,"震荡开,放量",混沌分歧,,弱,弱,减少,"少核心反核,大面数增加",3,,65,4,20,预期内,,
2025/10/31,-4%,环旭,,,,,,,,,,"震荡开,缩量",退潮,,弱,弱,增加,"少核心反核,大面数增加",1.5,,40,5,13,不及预期,,
2025/11/3,-4%,"360,福龙马",,,,,,,,,,"震荡开,缩量",混沌分歧,,强,弱,增加,"多核心反核,大面数减少",1,,23,6,20,预期内,,
2025/11/4,1%,平潭，百合花,,,,,,,,,,"震荡开,缩量",短线情绪确认,,弱,弱,减少,"多核心反核,大面数减少",4,,28,5,5,预期内,,
2025/11/5,3%,平潭，雪人,,,,,,,,,,"大低开,放量",主升--加速,,弱,弱,减少,"无明显反核,无大面",4,,9,5,2,预期内,,
2025/11/6,-1%,合富,,,,,,,,,,"震荡开,缩量",退潮,,弱,弱,增加,"少核心反核,大面数增加",4,,32,3,9,预期内,,
2025/11/7,-1%,平潭,,,,,,,,,,"震荡开,放量",修复--中等,,弱,弱,减少,"多核心反核,大面数减少",2,,20,5,9,不及预期,,
2025/11/10,-4%,合富，海马,,,,,,,,,,"震荡开,放量",加速转衰竭,,弱,弱,增加,"多核心反核,大面数减少",5,,23,3,6,预期内,,
2025/11/11,1%,合富，浮日,,,,,,,,,,"大高开,缩量",修复--中等,,弱,弱,增加,"少核心反核,大面数减少",4,,15,1,3,超预期,,
2025/11/12,4%,合富，天际,,,,,,,,,,"大低开,缩量",日内分歧转一致,,弱,弱,减少,"少核心反核,大面数增加",4,,36,2,7,预期内,,
2025/11/13,3%,合富，天际,,,,,,,,,,"震荡开,缩量",主升--加速,,弱,弱,减少,"少核心反核,大面数减少",6,,3,3,7,预期内,,
2025/11/14,,合富，平潭,,,,,,,,,,"大低开,放量",日内分歧转一致,,弱,强,增加,"少核心反核,大面数增加",4,,39,1,9,不及预期,,
2025/11/17,4%,合富，平潭,,,,,,,,,,"震荡开,缩量",主升--加速,,弱,弱,增加,"多核心反核,大面数减少",2,,29,5,7,,,
2025/11/18,,,,,,,,,,,,"大高开,缩量",退潮,,弱,弱,减少,"无明显反核,大面数增加",1,,83,3,10,,,
2025/11/19,,,,,,,,,,,,"震荡开,缩量",修复--弱,,强,弱,增加,少核心反核,3,,65,8,12,,,
2025/11/20,2%,合富，平潭,,,,,,,,,,大高开,混沌分歧,,强,弱,增加,少核心反核,0,,51,3,15,,,
2025/11/21,-5%,合富，平潭,,,,,,,,,,"大低开,放量",冰点,,强,强,减少,"无明显反核,大面数增加",3,,324,33,31,不及预期,,
2025/11/24,,,,,,,,,,,,"大高开,缩量",修复--弱,,强,弱,减少,"多核心反核,大面数减少",2,,38,13,27,,,
2025/11/25,-0.50%,实达，航天,,,,,,,,,,"大高开,放量",修复--中等,,弱,弱,增加,"多核心反核,大面数减少",4,,9,8,14,,,
2025/11/26,,实达,,,,,,,,,,"震荡开,缩量",混沌,,弱,弱,增加,"少核心反核,大面数减少",5,,31,4,6,预期内,,
2025/11/27,-1%,特发,,,,,,,,,,"震荡开,缩量",混沌分歧,,强,弱,减少,"少核心反核,大面数增加",-1,,32,7,16,不及预期,,
2025/11/28,,平潭,,,,,,,,,,"震荡开,缩量",修复--中等,,弱,弱,减少,"多核心反核,大面数减少",1,,11,3,8,超预期,,
2025/12/1,,银河,,,,,,,,,,"大高开,放量",短线情绪确认,,弱,弱,增加,"多核心反核,大面数减少",6,,17,3,5,,,
2025/12/2,-1%,海王,,,,,,,,,,震荡开,高潮,,弱,弱,减少,"少核心反核,无大面",5,,14,3,9,不及预期,,
2025/12/3,1%,海王,,,,,,,,,,"大低开,缩量",小退潮,,强,弱,减少,"少核心反核,大面数增加",3,,34,3,12,超预期,,
2025/12/4,,航天发展,,,,,,,,,,"震荡开,放量",修复--弱,,强,弱,减少,"少核心反核,大面数增加",1,,48,8,12,预期内,,
2025/12/5,,瑞康，海王,,,,,,,,,,震荡开,修复--强,,弱,弱,减少,"多核心反核,大面数减少",5,,10,4,6,预期内,,
2025/12/8,-2%,特发,,,,,,,,,,"大高开,放量",主升--加速,,弱,弱,增加,"少核心反核,无大面",4,,5,2,5,预期内,,
2025/12/9,-2%,"西部,发展",,,,,,,,,,"震荡开,缩量",主升--分歧,,弱,弱,增加,"少核心反核,大面数增加",2,,26,7,8,,,
2025/12/10,1%,,,,,,,,,,,"大低开,缩量",修复--弱,,弱,弱,增加,"少核心反核,大面数减少",3,,13,7,7,超预期,,
2025/12/11,,跃岭，永辉,,,,,,,,,,震荡开,退潮,,强,弱,减少,"少核心反核,大面数增加",1,,74,6,16,,,
2025/12/12,,动力,,,,,,,,,,大低开,退潮转衰竭,,强,弱,减少,"少核心反核,大面数增加",-1,,40,10,24,不及预期,,
2025/12/15,-1%,动力,,,,,,,,,,"大低开,缩量",日内分歧转一致,,弱,弱,增加,"多核心反核,大面数增加",4,,33,1,8,预期内,,
2025/12/16,1%,动力，太阳,,,,,,,,,,"大低开,缩量",退潮,,弱,弱,减少,"少核心反核,大面数增加",2,,85,3,19,预期内,,
2025/12/17,-3%,华陵,,,,,,,,,,"震荡开,放量",退潮,,强,弱,减少,"少核心反核,大面数增加",1,,50,12,24,不及预期,,
2025/12/18,-1%,飞龙，永辉,,,,,,,,,,"大低开,放量",修复--中等,,弱,弱,减少,"多核心反核,大面数减少",5,,20,7,12,超预期,,
2025/12/19,,西部,,,,,,,,,,"震荡开,缩量",日内分歧转一致,,弱,弱,增加,"多核心反核,大面数减少",4,,9,3,6,预期内,,
2025/12/22,1%,西部,,,,,,,,,,"大高开,放量",混沌,,弱,弱,增加,"多核心反核,大面数增加",3,,26,6,10,超预期,,
2025/12/23,,,,,,,,,,,,"震荡开,缩量",退潮,,强,弱,增加,"多核心反核,大面数增加",2,,41,8,13,,,
2025/12/24,,东百，再升,,,,,,,,,,"震荡开,缩量",修复--中等,,强,弱,减少,"少核心反核,大面数增加",3.5,,12,8,8,,,
2025/12/25,1%,,,,,,,,,,,"震荡开,放量",主升--加速,,弱,弱,增加,"多核心反核,无大面",6,,4,2,2,预期内,,
2025/12/26,,天际，安通,,,,,,,,,,"震荡开,放量",主升--加速,,弱,弱,增加,"多核心反核,大面数增加",5,,9,4,6,,,
2025/12/29,,航发,,,,,,,,,,"震荡开,放量",日内分歧转一致,,强,弱,增加,"少核心反核,大面数增加",2,,43,10,18,不及预期,,
2025/12/30,2%,勘设,,,,,,,,,,"大低开,缩量",主升--分歧,,强,弱,减少,"少核心反核,大面数增加",2,,37,17,22,预期内,,
2025/12/31,,顺景,,,,,,,,,,"震荡开,放量",修复--强,,弱,弱,减少,"多核心反核,大面数减少",1,,25,6,10,不及预期,,
2026/1/5,1.50%,利欧,,主升期(主线),,,,,,,,"大高开,放量",主升--分歧,,弱,弱,增加,"多核心反核,大面数增加",0,,22,6,12,不及预期,,
2026/1/6,1%,海格,,主升期(主线),,,,,,,,"大高开,缩量",主升--延续,,弱,弱,增加,"少核心反核,大面数减少",5,,6,0,9,预期内,,
2026/1/7,3%,航发,,主升期(主线),,,,,,,,放量,日内分歧转一致,,弱,弱,减少,"少核心反核,无大面",2.5,,14,3,12,预期内,,
2026/1/8,3%,"航发,雷科",,主升期(主线),,,,,,,,"大低开,缩量",修复--强,,弱,弱,减少,"多核心反核,无大面",6,,11,4,10,预期内,,
2026/1/9,-0.50%,航发，金风,,主升期(主线),,,,,,,,"震荡开,缩量",主升--加速,,弱,弱,减少,"多核心反核,大面数增加",5,,7,3,3,预期内,,
2026/1/12,8%,航发，金风,,主升期(主线),,,,,,,,"大高开,缩量",主升--高潮,,弱,弱,增加,"多核心反核,无大面",8,,10,2,5,预期内,,
2026/1/13,-1%,海格,,过渡期,,,,,,,,大高开,主升--分歧,,强,强,增加,"少核心反核,大面数增加",3,,158,4,60,不及预期,,
2026/1/14,3%,"海格,利欧，金风",,过渡期,,,,,,,,震荡开,修复--中等,,强,弱,减少,"多核心反核,大面数增加",6,,22,19,15,预期内,,
2026/1/15,-5.50%,视觉,,退潮期,空,,,,,,,"大低开,缩量",冰点,,强,强,减少,"少核心反核,大面数增加",-1,,119,32,46,不及预期,,
2026/1/16,-3.00%,,,退潮期,空,,,,,,,"大高开,放量",冰点,,强,强,减少,"无明显反核,大面数增加",-1,,83,28,32,不及预期,,
2026/1/19,,积成,,退潮期,空,,,,,,,大低开,修复--弱,,强,强,减少,"多核心反核,大面数减少",2,,37,30,31,,,
2026/1/20,-0.50%,山子,,退潮期,空,,,,,,,"震荡开,缩量",混沌,,弱,弱,增加,"大面数减少,无明显反核",3,,52,6,9,预期内,,
2026/1/21,-4%,浙文,,混沌期,空,,,,,,,"大低开,缩量",修复--弱,,弱,弱,减少,"少核心反核,大面数减少",3,,22,5,10,预期内,,
2026/1/22,,巨力，佳美,,首修期,5层,,,,,,,"大高开,放量",修复--中等,,弱,弱,增加,"多核心反核,大面数减少",5,,17,6,5,预期内,,
2026/1/23,3%,巨力，通富,,混沌期,空,,,,,,,"震荡开,放量",修复高潮,,弱,弱,增加,"少核心反核,大面数减少",4,,7,3,1,预期内,,
2026/1/26,-2%,通富,,混沌期,空,,,,,,,"大高开,缩量",混沌分歧,,弱,弱,增加,"少核心反核,大面数增加",0,,135,6,11,不及预期,,
2026/1/27,,白银,,混沌期,空,,,,,,主线核心,"大低开,缩量",混沌,,强,弱,减少,"少核心反核,大面数增加",4,,25,10,14,,,
2026/1/28,2.50%,白银，康强,,主升期(主线),5层,,,,,,主线核心,"大高开,放量",主升--确认,,弱,弱,增加,"少核心反核,大面数减少",5,,46,4,9,预期内,,
2026/1/29,2.50%,白银，石油化,,主升期(主线),5层,,,,,,主线核心,"大高开,放量",混沌,,弱,弱,增加,"多核心反核,少核心反核",4.5,,65,5,10,预期内,,
2026/1/30,-1%,,,退潮期,空,,,,,,,"大低开,放量",退潮,,强,强,减少,"少核心反核,大面数增加",-1,,80,26,36,不及预期,,
2026/2/2,,,,退潮期,空,,,,,,,"大低开,缩量",退潮,,强,强,减少,"少核心反核,大面数增加",3,,239,74,59,,,
2026/2/3,0.50%,嘉美,,首修期(强),5层,,,,,,乱做,"大高开,缩量",修复--强,,强,弱,减少,"多核心反核,大面数减少",5,,10,23,21,,,
2026/2/4,-0.50%,双良,,混沌期,空,,,,,,乱做,"大低开,缩量",日内分歧转一致,,弱,弱,减少,"多核心反核,大面数减少",2,,40,6,20,,,
2026/2/5,-0.50%,,,混沌期,空,,,,,,,"大低开,缩量",混沌,,强,强,减少,"少核心反核,大面数增加",3,,44,11,13,不及预期,,
2026/2/6,-0.30%,巨力,,混沌期,空,,,,,,乱做,"大低开,缩量",修复--弱,,弱,强,减少,"少核心反核,大面数增加",4,,26,9,23,,,
2026/2/9,-1.00%,杭电,,首修期(强),5层,,,,,,乱做,"大高开,放量",修复--强,,弱,弱,增加,"多核心反核,无大面",5,,8,0,5,不及预期,,
2026/2/10,-1.50%,,,混沌期,空,,,,,,,"震荡开,缩量",混沌,,弱,弱,增加,"少核心反核,无大面",1,,16,2,7,不及预期,,
2026/2/11,-0.30%,博纳,,混沌期,空,,,,,,乱做,大低开,混沌,,弱,弱,增加,"少核心反核,大面数增加",2,,27,3,17,,,
2026/2/12,-1%,,,混沌期,空,,,,,,,"震荡开,放量",混沌分歧,,强,强,增加,"少核心反核,大面数增加",1,,29,10,15,不及预期,,
2026/2/13,-2%,杭电,,退潮期,空,,,,,,乱做,"大低开,缩量",混沌分歧,,弱,弱,减少,"多核心反核,大面数减少",1,,28,3,8,,,
2026/2/24,1%,,,退潮期,空,,,,,,,"大高开,放量",退潮,,强,强,减少,"多核心反核,大面数增加",1,,42,10,15,超预期,,
2026/2/25,-0.50%,"协鑫,州际",,首修期(中),3层,,,,,,乱做,"震荡开,缩量",修复--中等,,弱,弱,减少,"多核心反核,大面数减少",5,,8,4,7,,,
2026/2/26,,豫能,,主升期(情绪),5层,,,,,,接力打破空间,"震荡开,放量",龙头确认,,弱,弱,增加,"少核心反核,无大面",3,,10,2,4,,,
2026/2/27,1.30%,豫能，华胜,,主升期(情绪),5层,,,,,,乱做,"大低开,放量",情绪主升,,弱,弱,减少,"少核心反核,无大面",3,,5,2,5,预期内,8,4
2026/3/2,-0.40%,,,过渡期,空,,,,,,,"大低开,放量",日内分歧转一致,,强,弱,增加,"多核心反核,大面数增加",2.5,,58,10,5,不及预期,0,0
2026/3/3,-2.00%,"豫能,中远海",,退潮期,空,,,,,,"新题材同身位,乱做","大高开,缩量",冰点,,弱,弱,增加,"少核心反核,大面数增加",-1,,394,2,5,,1,1
2026/3/4,-1.00%,,,退潮期,空,,,,,,,"大低开,放量",退潮,,强,强,减少,"无明显反核,大面数增加",1,,63,22,66,不及预期,1,1
2026/3/5,,,,首修期(中),3层,,,,,,,"大高开,缩量",修复--中等,,弱,弱,减少,"大面数减少,无明显反核",1,,27,4,20,,1,1
2026/3/6,,汉缆,,修复延续期,3层,,,,,,低位反推身位,"阳,缩量",修复延续,,强,弱,增加,"少核心反核,无大面",5,,7,0,7,,,
2026/3/9,,,,过渡期,空,,,,,,,"阴,放量",日内分歧转一致,,强,强,增加,"多核心反核,大面数增加",2,,24,12,25,不及预期,,
2026/3/10,-4.00%,金开，美丽云,,混沌期,空,,"价值投机,情绪趋势",,,,乱做,"阳,缩量",混沌分歧,,强,弱,增加,"少核心反核,大面数增加",4,,10,21,12,,2,2
2026/3/11,-2.70%,宁波，华胜,,首修期(中),3层,,"价值投机,情绪趋势",,,,乱做,"阳,缩量",修复--中等,,弱,弱,减少,"多核心反核,无大面",1.7,,4,1,1,超预期,3,3
2026/3/12,-1.30%,协鑫,,修复延续期,3层,,情绪趋势,,,,"主线核心,辨识度反包","阴,缩量",高潮,,弱,弱,减少,"多核心反核,无大面",3,,19,1,4,超预期,3,3
2026/3/13,,电建,,退潮期,空,,无行情,,,,乱做,"阴,缩量",退潮,,弱,弱,减少,"少核心反核,大面数增加",4,,47,1,10,不及预期,4,3
2026/3/16,-0.50%,金牛,,混沌期,空,,无行情,,,,低位反推身位,"阴,放量",混沌分歧,,弱,弱,减少,"少核心反核,大面数增加",1,,22,2,6,,4,3
2026/3/17,,,,混沌期,空,,"接力,情绪趋势",,,,,"阴,缩量",修复--弱,,强,弱,减少,"少核心反核,大面数增加",6,,111,2,11,不及预期,4,3
2026/3/18,,华电,,首修期(中),3层,,价值投机,,,,低位反推身位,"阳,缩量",修复--中等,,弱,弱,减少,"多核心反核,大面数减少",1,,13,3,12,,4,3
2026/3/19,0.50%,,,混沌期,空,,情绪趋势,,,,,"阴,放量",混沌分歧,,弱,弱,增加,"少核心反核,大面数增加",2,,65,3,3,,4,3
2026/3/20,,,,混沌期,空,,价值投机,,,,,"阴,放量",混沌分歧,,弱,弱,增加,"少核心反核,大面数减少",4,,106,9,18,,4,3
2026/3/23,0.20%,华电,,混沌期,3层,,"接力,情绪趋势",,,,接力打破空间,"阴,放量","冰点,短线情绪确认",,强,弱,增加,"多核心反核,大面数减少",1,,1043,16,48,,4,3
2026/3/24,0.50%,,,首修期(强),5层,,"接力,情绪趋势",,,,,"阳,缩量",修复--中等,,弱,弱,减少,"多核心反核,无大面",4,,3,1,5,不及预期,4,3
2026/3/25,0.50%,节能，中利,,主升期(主线),5层,,"接力,情绪趋势",,,,"主线核心,乱做","阳,放量",主升--高潮,,弱,弱,增加,"少核心反核,无大面",5,,6,4,2,,4,3
2026/3/26,-1.00%,华电，再升,,过渡期,空,,"接力,情绪趋势",,,,"低位反推身位,乱做","阴,缩量",主升--分歧,,弱,弱,增加,"少核心反核,无大面",2,,52,0,12,预期内,5,3
2026/3/27,-0.50%,华电能源,,混沌期,空,,"接力,情绪趋势",,,,乱做,"阳,缩量",修复--中等,,强,弱,减少,"大面数减少,大面数增加",1.5,,16,3,13,超预期,6,3
2026/3/30,-0.30%,,,退潮期,空,,价值投机,,,,,"阳,放量",退潮,,强,弱,增加,"少核心反核,大面数增加",2,,40,4,19,预期内,6,3
2026/3/31,,,,混沌期,空,,情绪趋势,,,,,"阴,缩量",混沌,,强,弱,减少,"少核心反核,大面数减少",0,,83,8,16,,6,3
2026/4/1,2.00%,万邦德,,混沌期,3层,,情绪趋势,,,,"低位反推身位,断板趋势龙","阳,放量",混沌,,弱,弱,增加,"多核心反核,大面数减少",0,8,27,4,15,预期内,0,0
2026/4/2,1.50%,万邦德,,混沌期,3层,,"接力,情绪趋势",,,,,"阴,缩量",混沌,,弱,弱,增加,"多核心反核,大面数增加",5,2,52,3,10,预期内,0,0
2026/4/3,-0.50%,万邦德,,混沌期,3层,,情绪趋势,,,,,"阴,缩量","龙头确认,混沌分歧",,弱,弱,减少,"少核心反核,大面数增加",2,3,132,1,12,预期内,0,0
2026/4/7,2.30%,"万邦德,新天",,首修期(中),3层,,"接力,情绪趋势",,,,龙头补涨,"阳,缩量",修复--中等,,强,弱,减少,"少核心反核,大面数减少",6,3,19,0,12,超预期,0,0
2026/4/8,-2.80%,,指数向上转,过渡期,空,,价值投机,,,,,"阳,放量",修复延续,容量,强,弱,增加,"多核心反核,大面数增加",4,4,20,20,23,不及预期,0,0
2026/4/9,0.10%,法尔,,混沌期,空,,价值投机,,,,断板趋势龙,"阴,缩量",混沌,,弱,弱,增加,"少核心反核,大面数减少",2,3,28,3,8,,1,0
2026/4/10,-2.30%,诺德,,混沌期,空,,"价值投机,接力",,,,乱做,"阳,放量",修复--弱,次高标，算力,弱,弱,增加,"少核心反核,大面数增加",3,2,23,2,15,不及预期,2,0
2026/4/13,-1%,立讯,,混沌期,3层,,"价值投机,接力",,,,逻辑趋势龙,"阳,缩量",修复--弱,新股,弱,弱,减少,"多核心反核,大面数减少",3,1,26,6,14,预期内,2,1
2026/4/14,1.00%,创ETF,法尔开板,首修期(强),5层以上,,"价值投机,接力",,,,,"阳,放量",修复--强,情绪趋势，算力,弱,弱,增加,"少核心反核,无大面",3,3,9,1,3,预期内,2,1
2026/4/15,-0.80%,永鼎,科技分歧,过渡期,空,,情绪趋势,,,,乱做,"阴,放量",加速转衰竭,情绪趋势，军工,弱,弱,增加,"少核心反核,大面数增加",2,4,25,2,4,预期内,2,1
2026/4/16,-0.70%,中恒,算力确认点,首修期(中),5层以上,,价值投机,,,,乱做,"阳,缩量",修复--中等,价值投机，锂电池,弱,弱,减少,"少核心反核,大面数减少",4,3,5,1,4,预期内,3,1
2026/4/17,-1.50%,共进,,主升期(主线),满,,"价值投机,接力",,,,龙头补涨,"阳,放量",主升--确认,价值投机，光通信,弱,弱,增加,"少核心反核,大面数减少",4,,,3,2,,3,1
2026/4/20,-0.70%,圣阳,龙头断，板块切换,主升期(主线),5层以上,,"价值投机,接力",,,,乱做,"阳,放量",主升--加速,补涨，算力,弱,弱,增加,"多核心反核,大面数减少",2,1,24,5,10,不及预期,4,1
2026/4/21,-3.00%,,龙头被闷,过渡期,3层,,价值投机,,,,,"阳,缩量",小退潮,趋势主线，航天,强,强,增加,"少核心反核,大面数增加",2,0,39,9,17,不及预期,4,1
2026/4/22,-2.50%,圣龙,龙头A杀,首修期(中),5层以上,,价值投机,,,,乱做,"阳,缩量",修复--中等,趋势主线，光通信,强,弱,增加,"多核心反核,大面数减少",4,2,22,11,15,,5,1
2026/4/23,-3.50%,神剑,指数高位爆量,混沌期,3层,,"价值投机,情绪趋势",,,,"接力唯一性,趋势龙头","阴,放量",混沌分歧,趋势主线，,强,弱,增加,"少核心反核,大面数增加",7,5,86,11,26,,5,1
2026/4/24,-2.00%,,指数继续杀,退潮期,空,,价值投机,,,,,"阴,缩量",退潮,",芯片",强,强,增加,"少核心反核,大面数增加",-1,3,80,17,27,不及预期,5,1
2026/4/27,-1%,天通,芯片确认,混沌期,空,,价值投机,,,,乱做,"阳,放量",修复--弱,价值投机，芯片,强,强,减少,"少核心反核,大面数增加",1,3,73,28,106,,6,1
2026/4/28,-0.50%,,情绪趋势加强,混沌期,3层,,情绪趋势,,,,,"阴,缩量",混沌,情绪趋势，算力,强,强,减少,"少核心反核,大面数增加",2,3,97,25,57,超预期,6,1
2026/4/29,,,,首修期(中),3层,,"价值投机,情绪趋势",,,,,"阳,放量",修复--中等,"价值投机,PCB",强,强,增加,"少核心反核,大面数增加",2,2,37,41,60,,6,1
2026/4/30,,金融街,寒王上板,混沌期,,,价值投机,,,,低位反推身位,"阳,放量",混沌,"价值投机,芯片",强,强,增加,"少核心反核,大面数减少",3,1,56,10,22,,6,1
2026/5/6,,天赐,趋势高潮,首修期(强),满,,"主升,价值投机",,,,乱做,"阳,放量",修复--强,"价值投机,芯片",弱,弱,增加,"多核心反核,大面数减少",4,0,5,10,3,预期内,0,0
2026/5/7,-3%,金螳螂,情绪小票加强,主升期(主线),满,,情绪趋势,,,,辨识度交易,"阳,缩量",日内分歧转一致,情绪，光通信,弱,弱,增加,"多核心反核,大面数减少",2,3,,1,1,不及预期,0,0
2026/5/8,-3%,,,过渡期,空,,"主升,价值投机",,,,,"阳,缩量",主升--分歧,，电力,弱,弱,减少,"少核心反核,大面数增加",3,5,12,2,9,不及预期,0,0
2026/5/11,1.60%,金螳螂，中天,大盘高位爆量,首修期(中),5层以上,,主升,,,,辨识度交易,"阳,放量",修复--中等,"价值投机,AI硬件",弱,弱,增加,"多核心反核,无大面",4,1,10,0,1,预期内,0,1
2026/5/12,1.50%,金螳螂,短线风格切,过渡期,5层以上,,"主升,接力",,,,辨识度交易,"阴,缩量",混沌,"情绪流,光通信",弱,弱,增加,"多核心反核,大面数增加",4,2,44,1,5,超预期,0,1
2026/5/13,-1%,金螳螂,短线加速点,首修期(强),5层以上,,"主升,接力",,,,乱做,"阳,缩量",修复--强,"情绪流,消费，电力",弱,弱,增加,"少核心反核,大面数减少",3,0,18,2,6,预期内,1,1
2026/5/14,-3%,大唐,指数高点,退潮期,3层,,"主升,接力",,,,乱做,"阴,放量",退潮,无，光通信,弱,弱,增加,"少核心反核,大面数增加",2,8,66,3,7,预期内,2,1
2026/5/15,-0.50%,,板块切换，短线抗跌,混沌期,空,,"主升,情绪趋势",,,,,"阴,缩量",混沌,"情绪,机器人，存储",强,弱,增加,"少核心反核,大面数减少",1,3,44,3,20,预期内,2,1
2026/5/18,,,接力转上,混沌期,3层,,接力,,,,,"阳,放量",混沌,，存储，消费,强,弱,增加,"少核心反核,大面数增加",3,2,41,11,18,,2,1
2026/5/19,-0.50%,辽能,科技趋势V字修复,首修期(中),3层,,"价值投机,接力",,,,乱做,"阳,缩量",修复--中等,情绪，机器人,强,弱,减少,"少核心反核,大面数增加",4,4,2548,10,15,,2,1
2026/5/20,-0.50%,,科技趋势加强,混沌期,空,,"价值投机,接力",,,,,"阳,放量",混沌,趋势，股权，芯片,强,弱,增加,"少核心反核,大面数增加",3,2,,6,16,,2,1
2026/5/21,-1.20%,TCL,指数冰点,退潮期,空,,接力,,,,乱做,"阴,放量",冰点,情绪小票，OLED，芯片,弱,弱,增加,"少核心反核,大面数减少",1,5,257,2,9,,2,1
2026/5/22,-0.30%,,科技修复,首修期(中),3层,,"价值投机,接力",,,,,"阳,缩量",修复--中等,价值趋势，芯片，无人,强,弱,减少,"少核心反核,大面数增加",5,1,,6,11,,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,
2026/5/25,,达实,科技加速高潮,混沌期,3层,,"价值投机,情绪趋势",1,,,分歧转一致,"阳,放量",混沌,情绪趋势，机器人，,弱,弱,增加,"少核心反核,大面数减少",2,2,54,4,20,,2,1
2026/5/26,0.50%,华天,科技分歧,混沌期,3层,,"价值投机,情绪趋势",2,,1天,分歧转一致,"阳,缩量",混沌分歧,价值，芯片,弱,弱,增加,"少核心反核,大面数增加",2,1,90,4,10,超预期,2,1
2026/5/27,1.50%,,科技加速后分歧,混沌期,3层,,价值投机,3,1,2天,,"阴,缩量",混沌分歧,价值，PCB，存储,强,弱,减少,"少核心反核,大面数减少",3,2,110,7,10,预期内,2,1
2026/5/28,,,科技修复，接力修复,首修期(中),3层,,价值投机,1天,1天,1,,"阳,缩量",修复--中等,情绪接力，算力，电力,强,弱,减少,"少核心反核,大面数减少",4,2,30,7,11,,2,1
2026/5/29,0.50%,风华,接力高潮后分化，科技分歧,混沌期,3层,,价值投机,1,1,1天,分歧转一致,"阴,放量",冰点,接力，消费电子，MLCC,弱,弱,增加,"多核心反核,大面数减少",3,3,394,0,5,,2,2
2026/6/1,-6.00%,,科技，情绪修复,混沌期,3层,,接力,1天,2,1,,"阴,放量",修复--弱,接力，AI PC ,强,强,增加,"少核心反核,大面数增加",2,1,76,17,20,,2,2
2026/6/2,,,科技强修复,首修期(中),3层,,价值投机,2天,1天,1天,,"阳,缩量",修复--中等,，AI PC,弱,弱,减少,"少核心反核,大面数减少",2,0,36,3,20,,2,2
2026/6/3,,,科技强更强,主升期(主线),3层,,价值投机,1,2天,1,,"阳,放量",主升--确认,"科技趋势,通信",强,弱,增加,"少核心反核,大面数减少",2,2,26,10,11,,2,2
2026/6/4,-2.50%,大有，香江,,混沌期,空,,价值投机,1天,3天,1天,接力打破空间,"阴,缩量",混沌,接力，报团,弱,弱,增加,"多核心反核,大面数增加",4,5,43,5,9,,2,2
2026/6/5,0.80%,达实,大票分歧，小票回流,混沌期,空,,无行情,1,1,1,,"阳,放量",日内分歧转一致,",AI应用，电力",弱,弱,减少,"少核心反核,大面数减少",0,2,46,1,9,预期内,2,2
2026/6/8,1.60%,大有,报团修复，科技连续分歧,混沌期,空,,接力,1天,2,1天,乱做,"阴,放量",冰点,"接力,机器人",强,强,减少,"无明显反核,大面数增加",2,2,250,90,45,预期内,3,2
2026/6/9,-3.50%,,科技修复，情绪分歧,首修期(中),空,,价值投机,1,1天,1,,"阳,缩量",混沌,科技，PCB,强,弱,增加,"少核心反核,大面数减少",2,2,42,1,20,,3,2
2026/6/10,-1.50%,通信etf,科技继续分歧,混沌期,空,,接力,1天,1,2,乱做,"阴,放量",混沌分歧,，电子特气涨价,弱,弱,增加,"少核心反核,大面数增加",2,2,99,2,7,,3,2
2026/6/11,1%,百合花,,混沌期,空,,无行情,1,2,1天,,"阳,缩量",混沌,"20cm,化工",弱,弱,增加,"少核心反核,大面数减少",2,0,88,5,20,,3,2
